,id,prob0
0,1,0.9985785102831792
1,2,0.9985785102831792
2,3,0.9985785102831792
3,4,0.9985941072474065
4,5,0.9985785102831792
5,6,0.9984408973863469
6,7,0.9984408973863469
7,8,0.9985785102831792
8,9,0.996989185217944
9,10,0.9984887508450269
10,11,0.9985897212940091
11,12,0.9984948488759244
12,13,0.9985785102831792
13,14,0.9984408973863469
14,15,0.9984948488759244
15,16,0.9984408973863469
16,17,0.9984408973863469
17,18,0.9985785102831792
18,19,0.9984887508450269
19,20,0.9985941072474065
20,21,0.9985785102831792
21,22,0.9984408973863469
22,23,0.9984408973863469
23,24,0.9984864473471596
24,25,0.9985818042043119
25,26,0.9984408973863469
26,27,0.9985818042043119
27,28,0.996034801287964
28,29,0.9985785102831792
29,30,0.9962650978996418
30,31,0.9985852470060529
31,32,0.9985785102831792
32,33,0.9985785102831792
33,34,0.9985785102831792
34,35,0.9985785102831792
35,36,0.9985785102831792
36,37,0.9985785102831792
37,38,0.9976366263102225
38,39,0.9985785102831792
39,40,0.9985785102831792
40,41,0.9985785102831792
41,42,0.9985785102831792
42,43,0.9985785102831792
43,44,0.9984408973863469
44,45,0.9984408973863469
45,46,0.9984408973863469
46,47,0.9984408973863469
47,48,0.9985852470060529
48,49,0.9985785102831792
49,50,0.9985785102831792
50,51,0.9985785102831792
51,52,0.9985785102831792
52,53,0.998457317744751
53,54,0.9985942233706306
54,55,0.9985785102831792
55,56,0.998495235750859
56,57,0.9985785102831792
57,58,0.9984408973863469
58,59,0.9985942233706306
59,60,0.9985911340083996
60,61,0.9985942233706306
61,62,0.9984994822938261
62,63,0.9978286561378791
63,64,0.9985785102831792
64,65,0.9984948488759244
65,66,0.9980260161258963
66,67,0.9985785102831792
67,68,0.9985852470060529
68,69,0.9984973630586217
69,70,0.9985785102831792
70,71,0.9985785102831792
71,72,0.9984408973863469
72,73,0.9984408973863469
73,74,0.998495235750859
74,75,0.9985785102831792
75,76,0.9985785102831792
76,77,0.9985785102831792
77,78,0.9981476547111845
78,79,0.9961657651376258
79,80,0.9984408973863469
80,81,0.9985785102831792
81,82,0.9985785102831792
82,83,0.9968871899291653
83,84,0.9985785102831792
84,85,0.9984614481644938
85,86,0.9985785102831792
86,87,0.9985852470060529
87,88,0.9985785102831792
88,89,0.9976898351083501
89,90,0.9984408973863469
90,91,0.998457317744751
91,92,0.9985785102831792
92,93,0.9985941072474065
93,94,0.9985785102831792
94,95,0.9984891377199614
95,96,0.9984408973863469
96,97,0.9984408973863469
97,98,0.9985785102831792
98,99,0.9985785102831792
99,100,0.9928876347745732
100,101,0.9984949649991486
101,102,0.9984408973863469
102,103,0.9985897212940091
103,104,0.9984408973863469
104,105,0.9985785102831792
105,106,0.9985785102831792
106,107,0.998457317744751
107,108,0.9984408973863469
108,109,0.9957143000360565
109,110,0.9985785102831792
110,111,0.9985785102831792
111,112,0.9985785102831792
112,113,0.9984408973863469
113,114,0.9984948488759244
114,115,0.9967502089385667
115,116,0.9984887508450269
116,117,0.9961278827906879
117,118,0.9984408973863469
118,119,0.9984408973863469
119,120,0.9984994822938261
120,121,0.9984784927795064
121,122,0.9985785102831792
122,123,0.9985942233706306
123,124,0.9985785102831792
124,125,0.998499366170602
125,126,0.9985941072474065
126,127,0.9984593289292896
127,128,0.9985785102831792
128,129,0.9985785102831792
129,130,0.9985785102831792
130,131,0.9985785102831792
131,132,0.9984408973863469
132,133,0.9984948488759244
133,134,0.9985897212940091
134,135,0.9985785102831792
135,136,0.9984784927795064
136,137,0.9980260161258963
137,138,0.9984408973863469
138,139,0.9984408973863469
139,140,0.9985785102831792
140,141,0.9984408973863469
141,142,0.9984408973863469
142,143,0.9984408973863469
143,144,0.9984593289292896
144,145,0.9984408973863469
145,146,0.9984408973863469
146,147,0.9984408973863469
147,148,0.998457317744751
148,149,0.998477080065116
149,150,0.9984408973863469
150,151,0.9984408973863469
151,152,0.9985785102831792
152,153,0.9985942233706306
153,154,0.9984408973863469
154,155,0.9985785102831792
155,156,0.998457317744751
156,157,0.9985942233706306
157,158,0.9985785102831792
158,159,0.9985785102831792
159,160,0.9984905777669026
160,161,0.9985897212940091
161,162,0.9985785102831792
162,163,0.9985785102831792
163,164,0.9979146835243556
164,165,0.9985785102831792
165,166,0.9984833593553205
166,167,0.9985785102831792
167,168,0.9985911340083996
168,169,0.9985785102831792
169,170,0.9984784927795064
170,171,0.9984614481644938
171,172,0.9985942233706306
172,173,0.9985631154840381
173,174,0.9985785102831792
174,175,0.9985785102831792
175,176,0.9985785102831792
176,177,0.9985785102831792
177,178,0.9985884792333615
178,179,0.9985785102831792
179,180,0.9984408973863469
180,181,0.9984408973863469
181,182,0.9984408973863469
182,183,0.9985785102831792
183,184,0.9984864473471596
184,185,0.9968871899291653
185,186,0.9984408973863469
186,187,0.9984408973863469
187,188,0.9984408973863469
188,189,0.9984408973863469
189,190,0.9984408973863469
190,191,0.9985785102831792
191,192,0.9985785102831792
192,193,0.9985785102831792
193,194,0.9984833593553205
194,195,0.9984891377199614
195,196,0.9985785102831792
196,197,0.9985785102831792
197,198,0.9984891377199614
198,199,0.9985785102831792
199,200,0.9984905777669026
200,201,0.9984408973863469
201,202,0.9985785102831792
202,203,0.9744159287934381
203,204,0.9984905777669026
204,205,0.9984408973863469
205,206,0.9985631154840381
206,207,0.9985897212940091
207,208,0.9984614481644938
208,209,0.9985785102831792
209,210,0.9984408973863469
210,211,0.9984408973863469
211,212,0.9985664094051708
212,213,0.9985785102831792
213,214,0.9984408973863469
214,215,0.9985785102831792
215,216,0.9984905777669026
216,217,0.9984408973863469
217,218,0.9985942233706306
218,219,0.9984700269887556
219,220,0.9985785102831792
220,221,0.998457317744751
221,222,0.9985785102831792
222,223,0.9984408973863469
223,224,0.9985942233706306
224,225,0.9984948488759244
225,226,0.9980260161258963
226,227,0.9985785102831792
227,228,0.9985785102831792
228,229,0.9985785102831792
229,230,0.9984408973863469
230,231,0.9985785102831792
231,232,0.9985785102831792
232,233,0.9985785102831792
233,234,0.9985785102831792
234,235,0.9985884792333615
235,236,0.9984408973863469
236,237,0.9984408973863469
237,238,0.9985785102831792
238,239,0.9984864473471596
239,240,0.9985785102831792
240,241,0.9985785102831792
241,242,0.9985785102831792
242,243,0.9985785102831792
243,244,0.9985785102831792
244,245,0.9984408973863469
245,246,0.9985785102831792
246,247,0.9984973630586217
247,248,0.9985785102831792
248,249,0.9985785102831792
249,250,0.9967502089385667
250,251,0.998489550707828
251,252,0.9984408973863469
252,253,0.9984884585316982
253,254,0.9984408973863469
254,255,0.9985785102831792
255,256,0.9984408973863469
256,257,0.9968711971865508
257,258,0.9985785102831792
258,259,0.9985785102831792
259,260,0.9984864473471596
260,261,0.9984408973863469
261,262,0.9985785102831792
262,263,0.9984408973863469
263,264,0.9984408973863469
264,265,0.9984905777669026
265,266,0.9985897212940091
266,267,0.9985785102831792
267,268,0.9985785102831792
268,269,0.9984593289292896
269,270,0.9985785102831792
270,271,0.9985942233706306
271,272,0.9985941072474065
272,273,0.9985942233706306
273,274,0.9985852470060529
274,275,0.9985785102831792
275,276,0.9985785102831792
276,277,0.9984408973863469
277,278,0.9985852470060529
278,279,0.9985785102831792
279,280,0.9984408973863469
280,281,0.9985785102831792
281,282,0.9985785102831792
282,283,0.9985785102831792
283,284,0.9985785102831792
284,285,0.9985785102831792
285,286,0.9905882519778917
286,287,0.9985785102831792
